"term"	"term_count"	"x"	"group"	"included"
"ὑπέρχομαι"	260	3999	"lxx-nt"	TRUE
"χελώνη"	260	4000	"lxx-nt"	TRUE
"χορδή"	260	4001	"lxx-nt"	TRUE
"Ἁβραάμ"	259	4002	"lxx-nt"	TRUE
"γενητός"	259	4003	"outside-lxx-nt"	TRUE
"δίφρος"	259	4004	"lxx-nt"	TRUE
"εὐαγγελίζομαι"	259	4005	"lxx-nt"	TRUE
"πηδάω"	259	4006	"lxx-nt"	TRUE
"πυρία"	259	4007	"outside-lxx-nt"	TRUE
"σικύα"	259	4008	"outside-lxx-nt"	TRUE
"φρουρός"	259	4009	"outside-lxx-nt"	TRUE
"Μηδία"	258	4010	"lxx-nt"	TRUE
"Τύχη"	258	4011	"outside-lxx-nt"	TRUE
"ἀριθμητικός"	258	4012	"outside-lxx-nt"	TRUE
"αὐχμός"	258	4013	"lxx-nt"	TRUE
"ἔμφραξις"	258	4014	"outside-lxx-nt"	TRUE
"ἐφέλκω"	258	4015	"lxx-nt"	TRUE
"ἐφήμερος"	258	4016	"lxx-nt"	TRUE
"κάρυον"	258	4017	"lxx-nt"	TRUE
"λαμπάς"	258	4018	"lxx-nt"	TRUE
"οἰκίον"	258	4019	"lxx-nt"	TRUE
"πραύνω"	258	4020	"lxx-nt"	TRUE
"πυρώδης"	258	4021	"lxx-nt"	TRUE
"φυσάω"	258	4022	"lxx-nt"	TRUE
"Κρατῖνος"	257	4023	"outside-lxx-nt"	TRUE
"ἀμοιβή"	257	4024	"lxx-nt"	TRUE
"ἀπεψία"	257	4025	"outside-lxx-nt"	TRUE
"ἀστράγαλος"	257	4026	"lxx-nt"	TRUE
"ἐπιστάτης"	257	4027	"lxx-nt"	TRUE
"πλάγιον"	257	4028	"lxx-nt"	TRUE
"πρόσθεσις"	257	4029	"lxx-nt"	TRUE
"συλάω"	257	4030	"lxx-nt"	TRUE
"ψόγος"	257	4031	"lxx-nt"	TRUE
"Ἄλεξις"	256	4032	"outside-lxx-nt"	TRUE
"Κόνων"	256	4033	"outside-lxx-nt"	TRUE
"Κροῖσος"	256	4034	"outside-lxx-nt"	TRUE
"ἄλλοθεν"	256	4035	"lxx-nt"	TRUE
"αἴνιγμα"	256	4036	"lxx-nt"	TRUE
"ιεʹ"	256	4037	"outside-lxx-nt"	TRUE
"κλέος"	256	4038	"lxx-nt"	TRUE
"ὀπώρα"	256	4039	"lxx-nt"	TRUE
"οἰκτρός"	256	4040	"lxx-nt"	TRUE
"πρίσμα"	256	4041	"outside-lxx-nt"	TRUE
"ρʹ"	256	4042	"outside-lxx-nt"	TRUE
"συγγιγνώσκω"	256	4043	"lxx-nt"	TRUE
"ψαλμός"	256	4044	"lxx-nt"	TRUE
"ἄγε"	255	4045	"lxx-nt"	TRUE
"ἐπιλανθάνομαι"	255	4046	"lxx-nt"	TRUE
"ἐπουράνιος"	255	4047	"lxx-nt"	TRUE
"εὐεξία"	255	4048	"lxx-nt"	TRUE
"κήδω"	255	4049	"outside-lxx-nt"	TRUE
"λεπτότης"	255	4050	"outside-lxx-nt"	TRUE
"μέταλλον"	255	4051	"lxx-nt"	TRUE
"ναύαρχος"	255	4052	"outside-lxx-nt"	TRUE
"οὐλή"	255	4053	"lxx-nt"	TRUE
"Λέων"	254	4054	"outside-lxx-nt"	TRUE
"ἀπίθανος"	254	4055	"outside-lxx-nt"	TRUE
"ἀφηγέομαι"	254	4056	"lxx-nt"	TRUE
"ἐγκάρσιος"	254	4057	"outside-lxx-nt"	TRUE
"ἐκποδών"	254	4058	"outside-lxx-nt"	TRUE
"θ̅"	254	4059	"outside-lxx-nt"	TRUE
"θηλυκός"	254	4060	"lxx-nt"	TRUE
"κουφίζω"	254	4061	"lxx-nt"	TRUE
"οἶκτος"	254	4062	"lxx-nt"	TRUE
"ῥυπαρός"	254	4063	"lxx-nt"	TRUE
"συκοφάντης"	254	4064	"lxx-nt"	TRUE
"συμβόλαιον"	254	4065	"outside-lxx-nt"	TRUE
"ὑπαντάω"	254	4066	"lxx-nt"	TRUE
"ΒΖ"	253	4067	"outside-lxx-nt"	TRUE
"Διοκλῆς"	253	4068	"outside-lxx-nt"	TRUE
"Ἰσραηλίτης"	253	4069	"lxx-nt"	TRUE
"Σαμουήλ"	253	4070	"lxx-nt"	TRUE
"τολμηρός"	253	4071	"lxx-nt"	TRUE
"Ἰφικράτης"	252	4072	"outside-lxx-nt"	TRUE
"βότρυς"	252	4073	"lxx-nt"	TRUE
"γραῦς"	252	4074	"outside-lxx-nt"	TRUE
"γυμναστικός"	252	4075	"outside-lxx-nt"	TRUE
"διαρθρόω"	252	4076	"outside-lxx-nt"	TRUE
"ἐπιτολή"	252	4077	"outside-lxx-nt"	TRUE
"εὔκολος"	252	4078	"lxx-nt"	TRUE
"ἡμίονος"	252	4079	"lxx-nt"	TRUE
"καταχέω"	252	4080	"lxx-nt"	TRUE
"κλύδων"	252	4081	"lxx-nt"	TRUE
"κρυπτός"	252	4082	"lxx-nt"	TRUE
"λαγών"	252	4083	"lxx-nt"	TRUE
"λειμών"	252	4084	"outside-lxx-nt"	TRUE
"παρακούω"	252	4085	"lxx-nt"	TRUE
"σαφήνεια"	252	4086	"outside-lxx-nt"	TRUE
"τεσσαρεσκαιδέκατος"	252	4087	"lxx-nt"	TRUE
"ὑφίημι"	252	4088	"outside-lxx-nt"	TRUE
"Ἶσις"	251	4089	"outside-lxx-nt"	TRUE
"ἀποτίνω"	251	4090	"lxx-nt"	TRUE
"ἅλμη"	251	4091	"lxx-nt"	TRUE
"αὔτως"	251	4092	"outside-lxx-nt"	TRUE
"διαρρέω"	251	4093	"lxx-nt"	TRUE
"δικαίωμα"	251	4094	"lxx-nt"	TRUE
"λʹ"	251	4095	"outside-lxx-nt"	TRUE
"μοιχεία"	251	4096	"lxx-nt"	TRUE
"περιφανής"	251	4097	"lxx-nt"	TRUE
"σκοτεινός"	251	4098	"lxx-nt"	TRUE
"ϛʹ"	251	4099	"outside-lxx-nt"	TRUE
"ΖΘ"	250	4100	"outside-lxx-nt"	TRUE
"ἀνάμνησις"	250	4101	"lxx-nt"	TRUE
"ἐκφαίνω"	250	4102	"lxx-nt"	TRUE
"ἐμφράσσω"	250	4103	"lxx-nt"	TRUE
"θανατώδης"	250	4104	"outside-lxx-nt"	TRUE
"κακουργέω"	250	4105	"outside-lxx-nt"	TRUE
"παραλία"	250	4106	"lxx-nt"	TRUE
"πολύγωνον"	250	4107	"outside-lxx-nt"	TRUE
"προσχωρέω"	250	4108	"lxx-nt"	TRUE
"χρηστότης"	250	4109	"lxx-nt"	TRUE
"ΓΑ"	249	4110	"outside-lxx-nt"	TRUE
"ΖΔ"	249	4111	"outside-lxx-nt"	TRUE
"ἀνεψιός"	249	4112	"lxx-nt"	TRUE
"ἐξικνέομαι"	249	4113	"lxx-nt"	TRUE
"ἐπιψαύω"	249	4114	"outside-lxx-nt"	TRUE
"ἑπτακόσιοι"	249	4115	"lxx-nt"	TRUE
"μελαίνω"	249	4116	"outside-lxx-nt"	TRUE
"μυστικός"	249	4117	"lxx-nt"	TRUE
"οὐρητικός"	249	4118	"outside-lxx-nt"	TRUE
"πίων"	249	4119	"lxx-nt"	TRUE
"πιμελή"	249	4120	"outside-lxx-nt"	TRUE
"Μαρία"	248	4121	"lxx-nt"	TRUE
"Τρωϊκός"	248	4122	"outside-lxx-nt"	TRUE
"ἄσημος"	248	4123	"lxx-nt"	TRUE
"δῖος"	248	4124	"outside-lxx-nt"	TRUE
"ἔκλειψις"	248	4125	"lxx-nt"	TRUE
"ἐπιχείρημα"	248	4126	"lxx-nt"	TRUE
"καστορίδες"	248	4127	"outside-lxx-nt"	TRUE
"κατάπλασμα"	248	4128	"outside-lxx-nt"	TRUE
"καταράομαι"	248	4129	"lxx-nt"	TRUE
"ξέστης"	248	4130	"lxx-nt"	TRUE
"συντυγχάνω"	248	4131	"lxx-nt"	TRUE
"ἀνακτάομαι"	247	4132	"outside-lxx-nt"	TRUE
"ἀρσενικός"	247	4133	"lxx-nt"	TRUE
"διάδημα"	247	4134	"lxx-nt"	TRUE
"εὐλογία"	247	4135	"lxx-nt"	TRUE
"μαλακότης"	247	4136	"outside-lxx-nt"	TRUE
"ὁμολογουμένως"	247	4137	"lxx-nt"	TRUE
"οἰκονομέω"	247	4138	"lxx-nt"	TRUE
"στενοχωρία"	247	4139	"lxx-nt"	TRUE
"συνέπομαι"	247	4140	"lxx-nt"	TRUE
"χόρτος"	247	4141	"lxx-nt"	TRUE
"Βενιαμίν"	246	4142	"lxx-nt"	TRUE
"Εὐμένης"	246	4143	"lxx-nt"	TRUE
"Ἰώβ"	246	4144	"lxx-nt"	TRUE
"Πρωταγόρας"	246	4145	"outside-lxx-nt"	TRUE
"ἀνίσχω"	246	4146	"outside-lxx-nt"	TRUE
"ἀντίδικος"	246	4147	"lxx-nt"	TRUE
"ἀποτείνω"	246	4148	"lxx-nt"	TRUE
"δῆγμα"	246	4149	"lxx-nt"	TRUE
"ἐδωδή"	246	4150	"outside-lxx-nt"	TRUE
"εἰσπορεύω"	246	4151	"lxx-nt"	TRUE
"θιγγάνω"	246	4152	"lxx-nt"	TRUE
"καταγέλαστος"	246	4153	"lxx-nt"	TRUE
"κατισχύω"	246	4154	"lxx-nt"	TRUE
"κισσός"	246	4155	"lxx-nt"	TRUE
"ὄζω"	246	4156	"lxx-nt"	TRUE
"πορνεία"	246	4157	"lxx-nt"	TRUE
"ῥᾴθυμος"	246	4158	"outside-lxx-nt"	TRUE
"σταυρόω"	246	4159	"lxx-nt"	TRUE
"φιλόπονος"	246	4160	"outside-lxx-nt"	TRUE
"χωλός"	246	4161	"lxx-nt"	TRUE
"Καρκίνος"	245	4162	"outside-lxx-nt"	TRUE
"ἔγκλισις"	245	4163	"outside-lxx-nt"	TRUE
"ἔλλειψις"	245	4164	"outside-lxx-nt"	TRUE
"ἐκλαμβάνω"	245	4165	"lxx-nt"	TRUE
"θεωρητικός"	245	4166	"outside-lxx-nt"	TRUE
"κληρόω"	245	4167	"lxx-nt"	TRUE
"ταλαιπωρέω"	245	4168	"lxx-nt"	TRUE
"ταραχώδης"	245	4169	"lxx-nt"	TRUE
"ἄκυρος"	244	4170	"lxx-nt"	TRUE
"ἐξαρτάω"	244	4171	"lxx-nt"	TRUE
"ἰκμάς"	244	4172	"lxx-nt"	TRUE
"κήρυγμα"	244	4173	"lxx-nt"	TRUE
"ὀργανικός"	244	4174	"lxx-nt"	TRUE
"παρηγορέω"	244	4175	"lxx-nt"	TRUE
"σταυρός"	244	4176	"lxx-nt"	TRUE
"σχοῖνος"	244	4177	"lxx-nt"	TRUE
"φρίκη"	244	4178	"lxx-nt"	TRUE
"Ἀντιφῶν"	243	4179	"outside-lxx-nt"	TRUE
"Ποσειδώνιος"	243	4180	"outside-lxx-nt"	TRUE
"ἄρωμα"	243	4181	"lxx-nt"	TRUE
"ἀταξία"	243	4182	"lxx-nt"	TRUE
"βραδύνω"	243	4183	"lxx-nt"	TRUE
"ζήτημα"	243	4184	"lxx-nt"	TRUE
"ἰσόπλευρος"	243	4185	"outside-lxx-nt"	TRUE
"μόνιμος"	243	4186	"lxx-nt"	TRUE
"παράδοσις"	243	4187	"lxx-nt"	TRUE
"πελταστής"	243	4188	"lxx-nt"	TRUE
"πιστόω"	243	4189	"lxx-nt"	TRUE
"πλέκω"	243	4190	"lxx-nt"	TRUE
"πορφύρεος"	243	4191	"lxx-nt"	TRUE
"προσρέπω"	243	4192	"lxx-nt"	TRUE
"τρέμω"	243	4193	"lxx-nt"	TRUE
"ὑποδοχή"	243	4194	"outside-lxx-nt"	TRUE
"Καππαδοκία"	242	4195	"lxx-nt"	TRUE
"ἄλγος"	242	4196	"lxx-nt"	TRUE
"βαρύτης"	242	4197	"outside-lxx-nt"	TRUE
"δίοδος"	242	4198	"lxx-nt"	TRUE
"θερμαντικός"	242	4199	"outside-lxx-nt"	TRUE
"καταγράφω"	242	4200	"lxx-nt"	TRUE
"ὁλοσχερής"	242	4201	"lxx-nt"	TRUE
"παλαίω"	242	4202	"lxx-nt"	TRUE
"περιτυγχάνω"	242	4203	"outside-lxx-nt"	TRUE
"προσφύω"	242	4204	"lxx-nt"	TRUE
"σῆψις"	242	4205	"lxx-nt"	TRUE
"τροφός"	242	4206	"lxx-nt"	TRUE
"Κτησιφῶν"	241	4207	"outside-lxx-nt"	TRUE
"ἁδρός"	241	4208	"lxx-nt"	TRUE
"δεῖγμα"	241	4209	"lxx-nt"	TRUE
"ἐπίσκεψις"	241	4210	"lxx-nt"	TRUE
"κωφός"	241	4211	"lxx-nt"	TRUE
"προμήκης"	241	4212	"outside-lxx-nt"	TRUE
"Ἀλβανός"	240	4213	"outside-lxx-nt"	TRUE
"Διομήδης"	240	4214	"outside-lxx-nt"	TRUE
"δρυμός"	240	4215	"lxx-nt"	TRUE
"ἔριφος"	240	4216	"lxx-nt"	TRUE
"ἐνταυθοῖ"	240	4217	"outside-lxx-nt"	TRUE
"ἐξοχή"	240	4218	"lxx-nt"	TRUE
"εἰσφορά"	240	4219	"lxx-nt"	TRUE
"προσηνής"	240	4220	"lxx-nt"	TRUE
"ἀμετρία"	239	4221	"outside-lxx-nt"	TRUE
"δεύω"	239	4222	"outside-lxx-nt"	TRUE
"ἐνεδρεύω"	239	4223	"lxx-nt"	TRUE
"καταπολεμέω"	239	4224	"lxx-nt"	TRUE
"κρατερός"	239	4225	"outside-lxx-nt"	TRUE
"μεθύσκω"	239	4226	"lxx-nt"	TRUE
"ὀχεία"	239	4227	"lxx-nt"	TRUE
"συναυξάνω"	239	4228	"lxx-nt"	TRUE
"ἀλόη"	238	4229	"lxx-nt"	TRUE
"ἀνατρέφω"	238	4230	"lxx-nt"	TRUE
"ἀρήν"	238	4231	"lxx-nt"	TRUE
"ἐγγυάω"	238	4232	"lxx-nt"	TRUE
"ἑορτάζω"	238	4233	"lxx-nt"	TRUE
"εἰσπνοή"	238	4234	"outside-lxx-nt"	TRUE
"εὐλάβεια"	238	4235	"lxx-nt"	TRUE
"ζωγράφος"	238	4236	"outside-lxx-nt"	TRUE
"περιτέμνω"	238	4237	"lxx-nt"	TRUE
"σκέπη"	238	4238	"lxx-nt"	TRUE
"σκολιός"	238	4239	"lxx-nt"	TRUE
"σπεῖρα"	238	4240	"lxx-nt"	TRUE
"ΒΗ"	237	4241	"outside-lxx-nt"	TRUE
"Κάσσανδρος"	237	4242	"outside-lxx-nt"	TRUE
"Τιγράνης"	237	4243	"outside-lxx-nt"	TRUE
"ἀκοντίζω"	237	4244	"lxx-nt"	TRUE
"ἀποπνίγω"	237	4245	"lxx-nt"	TRUE
"θυμιάω"	237	4246	"lxx-nt"	TRUE
"καθιερόω"	237	4247	"outside-lxx-nt"	TRUE
"κηρίον"	237	4248	"lxx-nt"	TRUE
"ῥαθυμία"	237	4249	"outside-lxx-nt"	TRUE
"ταινία"	237	4250	"lxx-nt"	TRUE
"ταλαίπωρος"	237	4251	"lxx-nt"	TRUE
"Κίλιξ"	236	4252	"outside-lxx-nt"	TRUE
"Φαρνάβαζος"	236	4253	"outside-lxx-nt"	TRUE
"ἄρουρα"	236	4254	"lxx-nt"	TRUE
"ἐπίτριτος"	236	4255	"outside-lxx-nt"	TRUE
"ἐρημόω"	236	4256	"lxx-nt"	TRUE
"εὔθυνα"	236	4257	"lxx-nt"	TRUE
"ἡμισφαίριον"	236	4258	"outside-lxx-nt"	TRUE
"μετάστασις"	236	4259	"outside-lxx-nt"	TRUE
"νήφω"	236	4260	"lxx-nt"	TRUE
"οὔποτε"	236	4261	"outside-lxx-nt"	TRUE
"συναρμόζω"	236	4262	"outside-lxx-nt"	TRUE
"φῦσα"	236	4263	"outside-lxx-nt"	TRUE
"Ἀμαζών"	235	4264	"outside-lxx-nt"	TRUE
"ἀνακρίνω"	235	4265	"lxx-nt"	TRUE
"ἀναπετάννυμι"	235	4266	"lxx-nt"	TRUE
"ἀφθονία"	235	4267	"outside-lxx-nt"	TRUE
"διαρρήγνυμι"	235	4268	"lxx-nt"	TRUE
"εὐωχία"	235	4269	"lxx-nt"	TRUE
"ἠιών"	235	4270	"outside-lxx-nt"	TRUE
"λαιός"	235	4271	"outside-lxx-nt"	TRUE
"πίθος"	235	4272	"lxx-nt"	TRUE
"πλεονάκις"	235	4273	"lxx-nt"	TRUE
"ποίμνιον"	235	4274	"lxx-nt"	TRUE
"πυρή"	235	4275	"lxx-nt"	TRUE
"συρρέω"	235	4276	"outside-lxx-nt"	TRUE
"φορτικός"	235	4277	"outside-lxx-nt"	TRUE
"φυράω"	235	4278	"lxx-nt"	TRUE
"ΕΘ"	234	4279	"outside-lxx-nt"	TRUE
"ἀθανασία"	234	4280	"lxx-nt"	TRUE
"γαμετή"	234	4281	"lxx-nt"	TRUE
"γερουσία"	234	4282	"lxx-nt"	TRUE
"εὐσχήμων"	234	4283	"lxx-nt"	TRUE
"εὐωχέω"	234	4284	"lxx-nt"	TRUE
"ἠρεμία"	234	4285	"outside-lxx-nt"	TRUE
"ἱερωσύνη"	234	4286	"lxx-nt"	TRUE
"μόλυβδος"	234	4287	"lxx-nt"	TRUE
"ὁλοκαύτωμα"	234	4288	"lxx-nt"	TRUE
"παρατηρέω"	234	4289	"lxx-nt"	TRUE
"στρατηγικός"	234	4290	"outside-lxx-nt"	TRUE
"ἀμελής"	233	4291	"lxx-nt"	TRUE
"αὐτόνομος"	233	4292	"outside-lxx-nt"	TRUE
"δογματικός"	233	4293	"outside-lxx-nt"	TRUE
"ἐνίημι"	233	4294	"lxx-nt"	TRUE
"ἐπανόρθωσις"	233	4295	"lxx-nt"	TRUE
"ἐπίλεκτος"	233	4296	"lxx-nt"	TRUE
"ἐπίσκοπος"	233	4297	"lxx-nt"	TRUE
"ὀπή"	233	4298	"lxx-nt"	TRUE
"παντοδαπής"	233	4299	"outside-lxx-nt"	TRUE
"πόρω"	233	4300	"outside-lxx-nt"	TRUE
"σκυθρωπός"	233	4301	"lxx-nt"	TRUE
"σύνεγγυς"	233	4302	"lxx-nt"	TRUE
"Ἴβηρ"	232	4303	"outside-lxx-nt"	TRUE
"Καρία"	232	4304	"lxx-nt"	TRUE
"ἄγνωστος"	232	4305	"lxx-nt"	TRUE
"δωδέκατος"	232	4306	"lxx-nt"	TRUE
"ἐπιστημονικός"	232	4307	"outside-lxx-nt"	TRUE
"μάγος"	232	4308	"lxx-nt"	TRUE
"ὄσφρησις"	232	4309	"lxx-nt"	TRUE
"ὀλιγάκις"	232	4310	"outside-lxx-nt"	TRUE
"πάντοτε"	232	4311	"lxx-nt"	TRUE
"σιτέω"	232	4312	"lxx-nt"	TRUE
"φιλονεικέω"	232	4313	"lxx-nt"	TRUE
"Ἄππιος"	231	4314	"lxx-nt"	TRUE
"Ἠλίας"	231	4315	"lxx-nt"	TRUE
"Μάρκελλος"	231	4316	"outside-lxx-nt"	TRUE
"ἀποκαλέω"	231	4317	"outside-lxx-nt"	TRUE
"ἀστραπή"	231	4318	"lxx-nt"	TRUE
"δείλη"	231	4319	"lxx-nt"	TRUE
"ἐσχάρα"	231	4320	"lxx-nt"	TRUE
"ἱλαρός"	231	4321	"lxx-nt"	TRUE
"κατεπείγω"	231	4322	"lxx-nt"	TRUE
"λάβρος"	231	4323	"lxx-nt"	TRUE
"πέρδιξ"	231	4324	"lxx-nt"	TRUE
"περιχέω"	231	4325	"lxx-nt"	TRUE
"συμφεύγω"	231	4326	"lxx-nt"	TRUE
"Θεόδωρος"	230	4327	"outside-lxx-nt"	TRUE
"Περσίς"	230	4328	"lxx-nt"	TRUE
"ἐπιμείγνυμι"	230	4329	"lxx-nt"	TRUE
"εὐφημία"	230	4330	"lxx-nt"	TRUE
"καθέλκω"	230	4331	"outside-lxx-nt"	TRUE
"λόγχη"	230	4332	"lxx-nt"	TRUE
"παράκλησις"	230	4333	"lxx-nt"	TRUE
"στιγμή"	230	4334	"lxx-nt"	TRUE
"τριάς"	230	4335	"outside-lxx-nt"	TRUE
"φλεβοτομέω"	230	4336	"outside-lxx-nt"	TRUE
"φωνήεις"	230	4337	"outside-lxx-nt"	TRUE
"χωριστός"	230	4338	"outside-lxx-nt"	TRUE
"Π"	229	4339	"outside-lxx-nt"	TRUE
"Χαναναῖος"	229	4340	"lxx-nt"	TRUE
"ἀμφισβήτησις"	229	4341	"outside-lxx-nt"	TRUE
"ἀναδείκνυμι"	229	4342	"lxx-nt"	TRUE
"ἀντίδοτος"	229	4343	"outside-lxx-nt"	TRUE
"ἀποκλίνω"	229	4344	"lxx-nt"	TRUE
"ἀτυχία"	229	4345	"lxx-nt"	TRUE
"ἀχάριστος"	229	4346	"lxx-nt"	TRUE
"αἶψα"	229	4347	"outside-lxx-nt"	TRUE
"αἰτιατικός"	229	4348	"outside-lxx-nt"	TRUE
"ἐνιαύσιος"	229	4349	"lxx-nt"	TRUE
"ἐντελέχεια"	229	4350	"outside-lxx-nt"	TRUE
"καυχάομαι"	229	4351	"lxx-nt"	TRUE
"κληρονόμος"	229	4352	"lxx-nt"	TRUE
"πόρνη"	229	4353	"lxx-nt"	TRUE
"τριακοστός"	229	4354	"lxx-nt"	TRUE
"ἐκλογή"	228	4355	"lxx-nt"	TRUE
"ἐπαινετός"	228	4356	"lxx-nt"	TRUE
"νομοθεσία"	228	4357	"lxx-nt"	TRUE
"οἰκήτωρ"	228	4358	"lxx-nt"	TRUE
"προσεχής"	228	4359	"outside-lxx-nt"	TRUE
"συναντάω"	228	4360	"lxx-nt"	TRUE
"ΑΘ"	227	4361	"outside-lxx-nt"	TRUE
"Δῆλος"	227	4362	"lxx-nt"	TRUE
"Κυρηναῖος"	227	4363	"lxx-nt"	TRUE
"Μιλτιάδης"	227	4364	"outside-lxx-nt"	TRUE
"ἄθεος"	227	4365	"lxx-nt"	TRUE
"ἀντίληψις"	227	4366	"lxx-nt"	TRUE
"εὐτρεπίζω"	227	4367	"lxx-nt"	TRUE
"καταρρέω"	227	4368	"lxx-nt"	TRUE
"κατορύσσω"	227	4369	"lxx-nt"	TRUE
"κοπιάω"	227	4370	"lxx-nt"	TRUE
"κρατύνω"	227	4371	"lxx-nt"	TRUE
"κρούω"	227	4372	"lxx-nt"	TRUE
"ξόανον"	227	4373	"outside-lxx-nt"	TRUE
"Αἰολεύς"	226	4374	"outside-lxx-nt"	TRUE
"Κλεινίας"	226	4375	"outside-lxx-nt"	TRUE
"Κορνήλιος"	226	4376	"lxx-nt"	TRUE
"ζηλωτής"	226	4377	"lxx-nt"	TRUE
"ιαʹ"	226	4378	"outside-lxx-nt"	TRUE
"καθολικός"	226	4379	"outside-lxx-nt"	TRUE
"κινητικός"	226	4380	"lxx-nt"	TRUE
"μητρόπολις"	226	4381	"lxx-nt"	TRUE
"ὅμιλος"	226	4382	"outside-lxx-nt"	TRUE
"Αἰμίλιος"	225	4383	"outside-lxx-nt"	TRUE
"Μαραθών"	225	4384	"outside-lxx-nt"	TRUE
"ἄδηκτος"	225	4385	"outside-lxx-nt"	TRUE
"ἀνάλωμα"	225	4386	"outside-lxx-nt"	TRUE
"ἀνήκω"	225	4387	"lxx-nt"	TRUE
"ἀποκρούω"	225	4388	"outside-lxx-nt"	TRUE
"ἀριστολόχεια"	225	4389	"outside-lxx-nt"	TRUE
"ἐνοράω"	225	4390	"lxx-nt"	TRUE
"μειδιάω"	225	4391	"lxx-nt"	TRUE
"ὁπόθεν"	225	4392	"outside-lxx-nt"	TRUE
"παλαίστρα"	225	4393	"lxx-nt"	TRUE
"παράσιτος"	225	4394	"outside-lxx-nt"	TRUE
"ῥαφή"	225	4395	"outside-lxx-nt"	TRUE
"σποδός"	225	4396	"lxx-nt"	TRUE
"τύμπανον"	225	4397	"lxx-nt"	TRUE
"ἀναβιβάζω"	224	4398	"lxx-nt"	TRUE
"δῆθεν"	224	4399	"outside-lxx-nt"	TRUE
"διχῶς"	224	4400	"outside-lxx-nt"	TRUE
"ἔγγονος"	224	4401	"outside-lxx-nt"	TRUE
"κορώνη"	224	4402	"lxx-nt"	TRUE
"λίνον"	224	4403	"lxx-nt"	TRUE
"ὁδοιπορέω"	224	4404	"lxx-nt"	TRUE
"πτῶμα"	224	4405	"lxx-nt"	TRUE
"σκεδάννυμι"	224	4406	"outside-lxx-nt"	TRUE
"τραυματίας"	224	4407	"lxx-nt"	TRUE
"ὑποστροφή"	224	4408	"outside-lxx-nt"	TRUE
"φίλιος"	224	4409	"outside-lxx-nt"	TRUE
"δῆξις"	223	4410	"outside-lxx-nt"	TRUE
"διψώδης"	223	4411	"lxx-nt"	TRUE
"ἐναντίωσις"	223	4412	"outside-lxx-nt"	TRUE
"ἐπιγραφή"	223	4413	"lxx-nt"	TRUE
"εἴθε"	223	4414	"lxx-nt"	TRUE
"θράσος"	223	4415	"lxx-nt"	TRUE
"ιϛʹ"	223	4416	"outside-lxx-nt"	TRUE
"μεγαλύνω"	223	4417	"lxx-nt"	TRUE
"πάνουργος"	223	4418	"lxx-nt"	TRUE
"πάσχα"	223	4419	"lxx-nt"	TRUE
"παραφρονέω"	223	4420	"lxx-nt"	TRUE
"περιτόναιον"	223	4421	"outside-lxx-nt"	TRUE
"ῥᾳστώνη"	223	4422	"outside-lxx-nt"	TRUE
"σπάνις"	223	4423	"lxx-nt"	TRUE
"ταμιεῖον"	223	4424	"lxx-nt"	TRUE
"Ἱππίας"	222	4425	"outside-lxx-nt"	TRUE
"Λύκος"	222	4426	"outside-lxx-nt"	TRUE
"ἀγωνιάω"	222	4427	"lxx-nt"	TRUE
"αἰνός"	222	4428	"outside-lxx-nt"	TRUE
"βάτος"	222	4429	"lxx-nt"	TRUE
"γεννητικός"	222	4430	"outside-lxx-nt"	TRUE
"δίωξις"	222	4431	"outside-lxx-nt"	TRUE
"εἰσπράσσω"	222	4432	"outside-lxx-nt"	TRUE
"θλάω"	222	4433	"lxx-nt"	TRUE
"καθάπαξ"	222	4434	"outside-lxx-nt"	TRUE
"κακοχυμία"	222	4435	"outside-lxx-nt"	TRUE
"κῆτος"	222	4436	"lxx-nt"	TRUE
"κροκόδειλος"	222	4437	"lxx-nt"	TRUE
"οὐαί"	222	4438	"lxx-nt"	TRUE
"ὑβριστής"	222	4439	"lxx-nt"	TRUE
"Ἁβροκόμης"	221	4440	"outside-lxx-nt"	TRUE
"ΖΕ"	221	4441	"outside-lxx-nt"	TRUE
"Φωκίων"	221	4442	"outside-lxx-nt"	TRUE
"ἐλεεινός"	221	4443	"lxx-nt"	TRUE
"ἐπάνοδος"	221	4444	"lxx-nt"	TRUE
"ἐπιθυμητικός"	221	4445	"outside-lxx-nt"	TRUE
"ἕψησις"	221	4446	"outside-lxx-nt"	TRUE
"ἰατρεύω"	221	4447	"lxx-nt"	TRUE
"ἰσημερία"	221	4448	"outside-lxx-nt"	TRUE
"καταντάω"	221	4449	"lxx-nt"	TRUE
"λέπρα"	221	4450	"lxx-nt"	TRUE
"λύτρον"	221	4451	"lxx-nt"	TRUE
"σύλλογος"	221	4452	"outside-lxx-nt"	TRUE
"Ἰσαῖος"	220	4453	"outside-lxx-nt"	TRUE
"Νύμφη"	220	4454	"outside-lxx-nt"	TRUE
"ἄποικος"	220	4455	"outside-lxx-nt"	TRUE
"ἑνικός"	220	4456	"outside-lxx-nt"	TRUE
"εὐθύγραμμος"	220	4457	"outside-lxx-nt"	TRUE
"μοχλός"	220	4458	"lxx-nt"	TRUE
"ῥύπος"	220	4459	"lxx-nt"	TRUE
"συναιρέω"	220	4460	"outside-lxx-nt"	TRUE
"Ἀσδρούβας"	219	4461	"outside-lxx-nt"	TRUE
"Οὐαλέριος"	219	4462	"outside-lxx-nt"	TRUE
"ἄβατος"	219	4463	"lxx-nt"	TRUE
"ἀμβλύς"	219	4464	"outside-lxx-nt"	TRUE
